name,price,comnum,link 
 【预订】Pro Python,427.56,0,http://product.dangdang.com/27780665.html
 【预订】The Python Standard Library by Example,630.17,0,http://product.dangdang.com/27659858.html
 卷积神经网络的Python实现,24.99,0,http://product.dangdang.com/1901116542.html
 （区域包邮）跟老齐学Python：轻松入门9787121306624+跟老齐学Python：Django实战97871,102.4,7,http://product.dangdang.com/1353984196.html
 Web接口开发与自动化测试——基于Python语言,43.02,43,http://product.dangdang.com/1900708739.html
 Web Scraping with Python,85.99,1,http://product.dangdang.com/1900503113.html
 Python Penetration Testing Essentials,45.99,0,http://product.dangdang.com/1901085532.html
 Python Interviews,54.99,0,http://product.dangdang.com/1900974760.html
 Python Microservices Development,156.0,0,http://product.dangdang.com/1900741120.html
 Python Social Media Analytics,174.0,0,http://product.dangdang.com/1900741136.html
 Python Testing Cookbook.,67.99,0,http://product.dangdang.com/1901085479.html
 Python Network Programming Cookbook - Second Edition,174.0,0,http://product.dangdang.com/1900756753.html
 Python Digital Forensics Cookbook,156.0,0,http://product.dangdang.com/1900756723.html
" 【预订】Python GUI Programming Cookbook, Second Edition",750.23,0,http://product.dangdang.com/27804027.html
 【预订】Python Programming for Beginners: An Introduction to th,281.24,0,http://product.dangdang.com/27791185.html
 【预订】Python for Informatics: Exploring Information,112.41,0,http://product.dangdang.com/27789735.html
 【预订】Python for Biologists: A Complete Programming Course fo,438.98,0,http://product.dangdang.com/27789737.html
 【预订】Python Pocket Reference,170.94,0,http://product.dangdang.com/27785979.html
 【预订】Python Cookbook: Recipes for Mastering Python 3,513.11,0,http://product.dangdang.com/27785969.html
 【预订】Python: Learn the Easiest Program Coding for the Absolu,161.93,0,http://product.dangdang.com/27795150.html
" 【预订】Python: 5 Manuscripts - Python for Beginners, Python Pr",356.43,0,http://product.dangdang.com/27795504.html
 【预订】Python for Informatics: Exploring Information,112.41,0,http://product.dangdang.com/27793322.html
 【预订】Python and Aws Cookbook: Managing Your Cloud with Pytho,312.0,0,http://product.dangdang.com/27785908.html
 【预订】Python for Software Design: How to Think Like a Compute,1981.74,0,http://product.dangdang.com/27680853.html
 【预订】Python For Dummies,273.59,0,http://product.dangdang.com/27674110.html
 【预订】Python Algorithms: Mastering Basic Algorithms in the Py,675.18,0,http://product.dangdang.com/27538789.html
 【预订】Python Programming for the Absolute Beginner,299.25,0,http://product.dangdang.com/27535705.html
 【预订】Python Version 2.7 Introduction Using Idle For Linux-de,78.65,0,http://product.dangdang.com/27517545.html
 【预订】Python Programming on WIN32,720.21,0,http://product.dangdang.com/27510139.html
 【预订】Python Machine Learning Case Studies: Five Case Studies,607.65,0,http://product.dangdang.com/27505013.html
 【预订】Python Data Science Handbook: Essential Tools for Worki,840.27,0,http://product.dangdang.com/27546596.html
 【预订】Python 3 for Absolute Beginners,342.02,0,http://product.dangdang.com/27378597.html
 【预订】Python for Software Design: How to Think Like a Compute,783.99,0,http://product.dangdang.com/27460520.html
 【预订】Python Algorithms: Mastering Basic Algorithms in the Py,742.73,0,http://product.dangdang.com/27370790.html
 【预订】Python for Kids: Easy Guide to Start Programming for Ki,142.88,0,http://product.dangdang.com/27369804.html
 Python Programming for Arduino,152.99,0,http://product.dangdang.com/1900482144.html
 Python程序设计与实现,35.0,8,http://product.dangdang.com/23904349.html
 Python自动化运维快速入门,40.7,0,http://product.dangdang.com/27304507.html
 Python程序设计,43.8,1,http://product.dangdang.com/25575274.html
 Python Data Science Cookbook,153.0,0,http://product.dangdang.com/1900581583.html
 【预订】Python Data Structures and Algorithms Complete Self-Ass,1067.04,0,http://product.dangdang.com/27789308.html
 【预订】Python Networking Complete Self-Assessment Guide,1067.04,0,http://product.dangdang.com/27687323.html
 【预订】Python Machine Learning Complete Self-Assessment Guide,1067.04,0,http://product.dangdang.com/27325603.html
 Python微服务开发,40.7,0,http://product.dangdang.com/27852643.html
 基于ArcGIS的Python编程秘笈(第2版),44.16,14,http://product.dangdang.com/1900722597.html
 利用Python进行数据分析(仅适用PC阅读),28.94,130,http://product.dangdang.com/1900396973.html
 Python Business Intelligence Cookbook,122.99,0,http://product.dangdang.com/1900535694.html
 Python for Secret Agents - Volume II,76.99,0,http://product.dangdang.com/1900535676.html
 Python Geospatial Analysis Cookbook,153.0,0,http://product.dangdang.com/1900503126.html
 Python Essentials,122.99,0,http://product.dangdang.com/1900491390.html
 Python for Secret Agents,85.99,0,http://product.dangdang.com/1900491014.html
" Python Geospatial Development, Second Edition",152.99,0,http://product.dangdang.com/1900490718.html
 Python Penetration Testing Essentials,91.99,0,http://product.dangdang.com/1900491268.html
 Python Testing,122.99,0,http://product.dangdang.com/1900489840.html
 Python Geospatial Development,152.99,0,http://product.dangdang.com/1900489644.html
 Python 2.6 Graphics Cookbook,137.99,0,http://product.dangdang.com/1900489664.html
 Python High Performance Programming,91.99,0,http://product.dangdang.com/1900490196.html
 Python for Google App Engine,91.99,0,http://product.dangdang.com/1900482358.html
 Python Geospatial Development Essentials,91.99,0,http://product.dangdang.com/1900482106.html
 Python: Master the Art of Design Patterns,324.0,1,http://product.dangdang.com/1900647663.html
 Python Projects for Kids,107.0,0,http://product.dangdang.com/1900581681.html
 Python Unlocked,122.99,0,http://product.dangdang.com/1900535733.html
 Python Web Penetration Testing Cookbook,137.99,0,http://product.dangdang.com/1900491377.html
 Python 3 Object-oriented Programming - Second Edition,152.99,0,http://product.dangdang.com/1900491435.html
 Python Data Science Essentials,122.99,0,http://product.dangdang.com/1900491335.html
 Python Parallel Programming Cookbook,152.99,0,http://product.dangdang.com/1900491449.html
 Python Network Programming Cookbook,137.99,0,http://product.dangdang.com/1900491167.html
 Python Text Processing with NLTK 2.0 Cookbook: LITE,61.99,0,http://product.dangdang.com/1900489543.html
 Python Geospatial Analysis Essentials,106.99,0,http://product.dangdang.com/1900482191.html
 Python Requests Essentials,122.99,0,http://product.dangdang.com/1900482357.html
 程序设计导论：Python语言实践,56.9,119,http://product.dangdang.com/24136928.html
 机器人系统设计与制作：Python语言实现,46.6,288,http://product.dangdang.com/24229766.html
 高等院校计算机教育“十三五”应用型规划教材：Python程序设计应用教程,38.2,11,http://product.dangdang.com/25244145.html
 正版 Python编程 从入门到实践+数据结构 Python语言描述 套装2册 计算机网络 编程入门,128.0,4,http://product.dangdang.com/1237238521.html
 数据科学导论：Python语言实现,38.7,146,http://product.dangdang.com/24015682.html
 Python 程序设计基础实战教程 韦玮 9787302486268,31.5,0,http://product.dangdang.com/1183145985.html
 Python数据分析基础教程：NumPy学习指南第2版+Python语言及其应用,123.0,0,http://product.dangdang.com/1190701387.html
 Python网络爬虫技术,27.4,0,http://product.dangdang.com/27851752.html
 Python数据科学实践指南,25.0,4,http://product.dangdang.com/1900685050.html
" Python项目开发实战 [美]Laura Cassell,Alan Gauld 高弘扬 卫莹 97873024158",34.68,7,http://product.dangdang.com/1343577461.html
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 *2版,89.3,5,http://product.dangdang.com/1399180969.html
 Python机器学习 预测分析核心算法 [美] Michael Bowles 鲍尔斯 9787115433732,40.02,2,http://product.dangdang.com/1174887669.html
 Python编程快速上手 让繁琐工作自动化 python 编程 自动化+流畅的Python PSF研究员 知名PyCo,207.0,1,http://product.dangdang.com/1191013487.html
 （区域包邮）Python数据分析：基于Plotly的动态可视化绘图+Python数据分析从入门到精通(共2本)9787,118.0,1,http://product.dangdang.com/1237155620.html
 python金融大数据分析 python基础教程 python书籍 笨办法学python 网络金融 python金融分,198.0,2,http://product.dangdang.com/1391423387.html
 python绝技运用python成为*黑客 Python绝技 python编程教程书籍 黑客攻防技术与渗透测试教材+离,124.0,0,http://product.dangdang.com/1399623087.html
 Python密码学编程 编程语言 计算机程序设计书籍 人民邮电出版社,37.8,1,http://product.dangdang.com/1251791149.html
 Python Qt GUI快速编程——PyQt编程指南,54.0,5,http://product.dangdang.com/1476094995.html
 Python计算机视觉编程+像计算机科学家一样思考Python第2版 计算机 程序设计 编程语言,118.0,0,http://product.dangdang.com/1237830687.html
 Python Java C 语言从入门到精通三本套计算机核心编程基础教程书籍 零基础自学电脑程序设计开发进阶实践教材,194.7,0,http://product.dangdang.com/1354186099.html
 Python数据处理+Python数据分析基础 2本套装 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法,168.0,0,http://product.dangdang.com/1376837776.html
 Python可以这样学清华大学出版社,48.2,5,http://product.dangdang.com/1122129447.html
 Python数据分析基础 零编程经验也可学会用Python语言进行数据分析+Python数据分析第2版 Python数,135.0,0,http://product.dangdang.com/1204169687.html
 Python高手之路 第3版 【法】朱利安·丹乔(Julien Danjou) 9787115437105,31.9,3,http://product.dangdang.com/1174934069.html
 Python项目开发实战 会写代码不等于能做好项目 网罗Python项目开发中的流程 让你的编程事半功倍+Python,132.0,2,http://product.dangdang.com/1207601287.html
" Python语言程序设计 Y.Daniel Liang (美)梁勇,李娜 9787111487685",52.9,0,http://product.dangdang.com/1154587395.html
 PYTHON高性能编程+流畅的Python Python 学习入门到进阶 Python 编程语言引进版 人民邮电出版社,156.7,7,http://product.dangdang.com/1039941857.html
 Python+Spark 2.0+Hadoop机器学习与大数据实战 清华大学出版社,67.2,4,http://product.dangdang.com/1492943057.html
 Python和Pygame游戏开发指南 Python语言编程指南 Pygame Python 2D游戏开发入门 计算机,128.0,2,http://product.dangdang.com/1393826087.html
 Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程经典著作+ Python入门经典,128.0,1,http://product.dangdang.com/1191146787.html
 Python 算法教程+算法图解 算法基础书 Python,118.0,0,http://product.dangdang.com/1215344087.html
 Python算法教程,58.65,2,http://product.dangdang.com/1210589384.html
 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y Daniel Liang） 李娜 机械工业出版社 9787,79.0,0,http://product.dangdang.com/1339878488.html
 【共3册】Python数据科学手册+Python大战机器学习：数据科学家的第一个小目标 +套路！机器学习：北美数据科学,185.0,4,http://product.dangdang.com/1228483797.html
 Python深度学习,35.9,0,http://product.dangdang.com/1419700198.html
 Python数据分析基础 [美]克林顿布朗利(Clinton W. Brownley) 9787115463357,37.95,3,http://product.dangdang.com/1227114897.html
 Python机器学习经典实例 人民邮电出版社,41.3,1,http://product.dangdang.com/1132895157.html
 Python Qt GUI快速编程+Python高级编程 编程语言应用函数应用方法技巧书 计算机教材,128.8,1,http://product.dangdang.com/1393710287.html
 Python基础实例教程 微课版 微课版Python基础 案例简单丰富 讲解鞭辟入里,35.9,0,http://product.dangdang.com/1005256014.html
 【XSM】Python游戏编程快速上手 [美] Al Sweigart 斯维加特 人民邮电出版社97871154290,59.0,0,http://product.dangdang.com/1353887566.html
 Python编程实战：运用设计模式、并发和程序库创建高质量程序+Python语言及其应用python语言程序设计Pyt,127.0,0,http://product.dangdang.com/1394288687.html
 Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设计/软件开发教材 代码大全入,78.6,2,http://product.dangdang.com/1348178618.html
 Python Java C 语言从入门到精通三本套计算机核心编程基础教程书籍 零基础自学电脑程序设计开发进阶实践教材,194.5,0,http://product.dangdang.com/1405219788.html
 编程导论+Python编程导论 第2版 Python 3 MIT热门MOOC教材 计算机科学基础知识 用计算思维解决问,128.0,0,http://product.dangdang.com/1258439987.html
 Python绝技:运用Python成为黑客 (美)TJ O 9787121277139,48.2,0,http://product.dangdang.com/1156829547.html
 Python机器学习算法 赵志勇 9787121313196,40.02,2,http://product.dangdang.com/1458273291.html
 Python程序设计 机械工业出版社,48.9,1,http://product.dangdang.com/1230441394.html
" Python核心编程(第3版,英文版) 人民邮电出版社",69.1,0,http://product.dangdang.com/1442804694.html
 Python程序设计基础 大学教材,35.9,0,http://product.dangdang.com/1225835914.html
 Python性能分析与优化 [乌拉圭] 多格里奥(Fernando Doglio) 9787115424228,26.1,0,http://product.dangdang.com/1094492591.html
 Python物理建模初学者指南 Python数据处理入门到实践 数据可视化教程书+Python物理学高效计算 Pyth,158.0,0,http://product.dangdang.com/1236048987.html
 Python全栈开发实践入门 谢瑛俊著 9787121328114,37.95,0,http://product.dangdang.com/1481181397.html
 Python数据抓取技术与实战 潘庆和著 9787121298844,28.42,0,http://product.dangdang.com/1175460969.html
 Python 3面向对象编程+Python和Pygame游戏开发指南 Python语言编程指南 Pygame Pyth,147.0,0,http://product.dangdang.com/1437971787.html
" Python基础教程(第2版 修订版) [挪]Magnus Lie Hetland,司维 9787115353528",45.82,141,http://product.dangdang.com/1281211661.html
 Python绝技:运用Python成为黑客 (美)TJ O 9787121277139,45.82,10,http://product.dangdang.com/1175386569.html
 【共2册】 Python 3爬虫数据清洗与可视化实战+ Python 3网络爬虫开发实战,115.0,16,http://product.dangdang.com/1195977369.html
 Python数据科学实践指南,46.6,74,http://product.dangdang.com/25085492.html
 从零开始学Python 第2版达人迷零基础自学Python编程基础教程 Python从入门到精通97871155067,50.0,0,http://product.dangdang.com/1411017936.html
 OpenCV 3计算机视觉：Python语言实现(第2版),20.0,76,http://product.dangdang.com/1900650111.html
 Python 3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册 数据抓取指南+Python网络爬虫实战,158.0,1,http://product.dangdang.com/1399670887.html
 Python入门经典,24.96,30,http://product.dangdang.com/1900762348.html
 数据分析技术--Python数据分析项目化教程,32.8,0,http://product.dangdang.com/26919509.html
 Python3程序开发指南(第二版),44.16,1,http://product.dangdang.com/1900668722.html
 Python性能分析与优化,22.5,1,http://product.dangdang.com/1901077299.html
 趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学 python核心编程 零基础学计算机编程教程书籍从入门,50.0,2,http://product.dangdang.com/1348079218.html
 Python基础教程第3版 Python编程从入门到实践 head first python学习手册+利用Python,188.0,1,http://product.dangdang.com/1390849687.html
 Python网络数据爬取及分析从入门到精通（分析篇）（内容讲解专业但不晦涩，实例分析实际但不枯燥）,47.2,42,http://product.dangdang.com/25282163.html
 Python绝技 运用Python成为*黑客python基础教程 python核心编程,68.25,0,http://product.dangdang.com/1436254189.html
 Python Web开发：测试驱动方法,49.99,0,http://product.dangdang.com/1901077321.html
 Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德 王弘博 孙传庆 人民邮电出版社 9787115383,69.0,0,http://product.dangdang.com/1339340988.html
 Python科学计算基础教程 印 赫曼塔 库玛 梅赫塔 Hemant Kumar Mehta 978711543698,28.42,1,http://product.dangdang.com/1174933369.html
 【全2册】卷积神经网络的Python实现+解析深度学习：卷积神经网络原理与视觉实践,100.0,5,http://product.dangdang.com/1427858915.html
 Python面向对象编程指南,50.56,10,http://product.dangdang.com/1900722636.html
 Python科学计算基础教程,24.99,0,http://product.dangdang.com/1901077267.html
 数据科学导论：Python语言实现（原书第2版）,46.5,81,http://product.dangdang.com/25255904.html
 Python面向对象编程指南 [美] Steven F. Lott 洛特 9787115405586,45.82,11,http://product.dangdang.com/1149668981.html
 编写高质量代码：改善Python程序的91个建议,8.99,23,http://product.dangdang.com/1900396897.html
 精通Python自然语言处理,28.91,15,http://product.dangdang.com/1900783360.html
 机器学习系统设计：Python语言实现,40.7,233,http://product.dangdang.com/25091599.html
 大学计算机 Python语言版 大学教材,37.4,0,http://product.dangdang.com/1304138836.html
 Python爬虫开发与项目实战 机械工业出版社,52.8,3,http://product.dangdang.com/1455095847.html
 Python数据挖掘：概念、方法与实践,25.0,17,http://product.dangdang.com/1900681708.html
 零起点Python足彩大数据与机器学习实盘分析,72.15,23,http://product.dangdang.com/1900708705.html
 正版 【组套2本】Python编程无师自通+深度学习入门-基于Python的理论与实现 算机与互联网,90.4,1,http://product.dangdang.com/1243286688.html
 正版 Python 3网络爬虫开发实战+Python编程(全2册) 从入门到实践 网络爬虫热门编程语,134.2,12,http://product.dangdang.com/1237312621.html
 贝叶斯思维 统计建模的Python学习法,23.99,40,http://product.dangdang.com/1900722513.html
 树莓派Python编程入门与实战(第2版),44.16,4,http://product.dangdang.com/1900783608.html
 Python核心编程(第3版)&Python编程(从入门到实践) 共2册,137.26,1,http://product.dangdang.com/1211671079.html
 TensorFlow深度学习,38.7,312,http://product.dangdang.com/25255372.html
 Python 3破冰人工智能 从入门到实战 大学生数学建模竞赛数学建模算法与应用教程 机器学习深度学,44.3,0,http://product.dangdang.com/1409832136.html
 数据科学导论：Python语言实现(原书第2版),25.0,1,http://product.dangdang.com/1900974643.html
 Python游戏编程快速上手(第4版) 人民邮电出版社,48.2,0,http://product.dangdang.com/1392852457.html
 Python程序设计开发宝典 清华大学出版社,44.8,1,http://product.dangdang.com/1041055857.html
 Python Linux系统管理与自动化运维 机械工业出版社,58.6,4,http://product.dangdang.com/1201043657.html
 【共4册】从零开始学Python网络爬虫+精通Python网络爬虫：核心技术、框架与项目实战+Python爬虫开发与项,195.0,11,http://product.dangdang.com/1226680797.html
 树莓派Python编程指南,25.0,12,http://product.dangdang.com/1900657679.html
" 【XSM】Python高级编程 [美] Luke Sneeringer；宋沄剑,刘磊 清华大学出版社978730245",49.8,0,http://product.dangdang.com/1024991360.html
 Python测试驱动开发（影印版）,61.4,47,http://product.dangdang.com/23784511.html
 数据采集技术—Python网络爬虫项目化教程,23.2,10,http://product.dangdang.com/25327488.html
 跟老齐学Python：轻松入门,28.99,14,http://product.dangdang.com/1900708707.html
 Python for Offensive PenTest,45.99,0,http://product.dangdang.com/1901083871.html
 Python科学计算最佳实践：SciPy指南,34.99,0,http://product.dangdang.com/1901116441.html
 数据科学实战手册 R+Python,11.9,1,http://product.dangdang.com/1900754123.html
" 利用Python进行数据分析 9787111436737 (美)麦金尼,唐学韬",59.7,4,http://product.dangdang.com/1329544295.html
 Python3网络爬虫开发实战 崔庆才Scrapy数据分析处理手册数据抓取指南基于python3.6的爬虫图书籍+精通,157.0,9,http://product.dangdang.com/1190693387.html
 Python Qt GUI快速编程+PyQt5快速开发与实战,176.0,3,http://product.dangdang.com/1398794387.html
 正版 高教版Python语言程序设计冲刺试卷 含线上题库 第2版 考试 计算机考试 计算机等级考试,40.5,0,http://product.dangdang.com/1290509488.html
 Python数据科学指南,50.56,7,http://product.dangdang.com/1900722598.html
" Python语言在Abaqus中的应用*9787111351559 曹金凤,王旭春,孔亮著",35.0,0,http://product.dangdang.com/1261902018.html
 Python社会媒体挖掘 9787115494016人民邮电出版社,50.0,1,http://product.dangdang.com/1299372215.html
 Python地理空间分析指南(第2版)+Python地理数据处理,148.9,2,http://product.dangdang.com/1272317016.html
 Python数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil)凯瑟琳贾缪尔( 97871154591,57.42,1,http://product.dangdang.com/1175084069.html
" Python基础教程(第2版,修订版)(第2版,修订版) Magnus Lie Hetland 软硬件技术 人民邮电出",75.21,0,http://product.dangdang.com/1340903721.html
 Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程+Python 3程序开发指南第2版 修,158.0,6,http://product.dangdang.com/1191764087.html
 Python+Spark 2.0+Hadoop机器学习与大数据实战 大数据技术教程书籍 大数据理论和技术教材 机器学习,178.0,2,http://product.dangdang.com/1393412787.html
 Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578659,89.0,0,http://product.dangdang.com/1339965188.html
 Python网络编程 第3版 [美] 布兰登·罗德(Brandon Rhodes) 人民邮电出版社 978711543,79.0,0,http://product.dangdang.com/1339865988.html
 Python可以这样学 董付国 清华大学出版社 9787302456469,69.0,0,http://product.dangdang.com/1339871888.html
 Python极客项目编程 [美] Mahesh Venkitachalam 人民邮电出版社 9787115449764,69.0,0,http://product.dangdang.com/1339819588.html
 Python数据分析与数据化运营 宋天龙 机械工业出版社 9787111584605,99.0,0,http://product.dangdang.com/1339780188.html
 Python游戏编程快速上手 第4版 [美]Al Sweigart(斯维加特) 人民邮电出版社 97871154664,69.0,0,http://product.dangdang.com/1339756488.html
 Python与量化投资：从基础到实战 王小川等 电子工业出版社 9787121338571,99.0,0,http://product.dangdang.com/1339705688.html
 Python Qt GUI快速编程——PyQt编程指南 (英)Mark Summerfield(马克 萨默菲尔德) 闫,79.0,0,http://product.dangdang.com/1339680388.html
 Python地理空间分析指南(第2版) [美]Joel Lawhead 莱哈德 人民邮电出版社 97871154482,79.0,0,http://product.dangdang.com/1339690688.html
 Python编程导论 第2版 [美]约翰·谷泰格 人民邮电出版社 9787115473769,69.0,0,http://product.dangdang.com/1339669688.html
 Python数据分析 第2版 [美]阿曼多·凡丹戈(Armando Fandango) 人民邮电出版社 9787115,69.0,0,http://product.dangdang.com/1339649588.html
 Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic) 丁嘉瑞 梁杰 禹常隆 人民邮电出版社 9,79.0,0,http://product.dangdang.com/1339615888.html
 Python数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil)凯瑟琳贾缪尔( 人民邮电出版社 978,99.0,0,http://product.dangdang.com/1339465388.html
 Python Web开发实战 董伟明 电子工业出版社 9787121297335,105.0,0,http://product.dangdang.com/1339395088.html
 Python机器学习 (美)塞巴斯蒂安·拉施卡(Sebastian Raschka) 机械工业出版社 97871115,79.0,0,http://product.dangdang.com/1339304688.html
 Python数据科学手册 [美]杰克·万托布拉斯(Jake VanderPlas) 人民邮电出版社 978711547,109.0,0,http://product.dangdang.com/1339219288.html
 Python计算机视觉编程【陈熙霖作序推荐！ 计算机视觉类图书卖的很好的作品！】 [美]Jan Erik Solem,69.0,0,http://product.dangdang.com/1339202988.html
 Python深度学习 [美] 弗朗索瓦·肖莱(Francois Chollet) 人民邮电出版社 9787115488,119.0,0,http://product.dangdang.com/1339088588.html
 Python自然语言处理 Steven Bird 人民邮电出版社 9787115333681,89.0,0,http://product.dangdang.com/1338965788.html
 Python机器学习实践指南 [美] Alexander T Combs 人民邮电出版社 9787115449061,69.0,0,http://product.dangdang.com/1338900588.html
 Python 3网络爬虫开发实战 崔庆才 人民邮电出版社 9787115480347,99.0,0,http://product.dangdang.com/1338899088.html
 Python基础教程(第3版) [挪]芒努斯·利·海特兰德(Magnus Lie Hetland) 人民邮电出版社 9,99.0,0,http://product.dangdang.com/1338857988.html
 Python学习手册：第4版(涵盖Python2 6和3 X) 鲁特兹 李军 刘红伟 机械工业出版社 97871113,119.0,0,http://product.dangdang.com/1338880988.html
 Python基础教程(第2版 修订版) (挪)海特兰德 人民邮电出版社 9787115353528,79.0,0,http://product.dangdang.com/1338814288.html
 Python机器学习 5个数据科学家案例解析 [美]达西·哈龙(Danish Haroon)著 潘海为 9787302,34.9,0,http://product.dangdang.com/1438452913.html
 Python程序设计/计算机教材/计算机科学丛书/软件与程序设计+Python核心编程,174.0,0,http://product.dangdang.com/1330721476.html
 Python游戏编程入门 Python3爬虫数据分析编程教程 程序设计书籍P,42.64,0,http://product.dangdang.com/1436268889.html
 Python绝技 运用Python成为*数据工程师 数据分析 数据挖掘深,80.08,0,http://product.dangdang.com/1436280689.html
 正版现货 Python基础教程 第3版 Python教程书籍Python编程从入门到实践精通head first py,98.0,0,http://product.dangdang.com/1328244648.html
 Python编程基础与应用 韦德泉 许桂秋 9787115503466 人民邮电出版社教材系列,28.7,0,http://product.dangdang.com/1434413623.html
 Python程序设计( 货号:711152627),67.15,0,http://product.dangdang.com/1431462661.html
" PYTHON COOKBOOK(第2版)中文版 正版 马特利（Martelli A.）,高铁军 97871152226",76.34,0,http://product.dangdang.com/1429549339.html
 Python编程入门 全3册 Python编程从入门到实践 零基础学习Python Python基础教程程序设计教材计,230.0,0,http://product.dangdang.com/1428957789.html
 Python二维游戏编程 张太红 9787109205208 中国农业出版社教材系列,29.6,0,http://product.dangdang.com/1428204123.html
 python数据分析基础教程（本科教材） 王斌会 9787121339387,27.5,0,http://product.dangdang.com/1427317789.html
 Python程序设计基础 9787121302923 李东方 电子工业出版社,35.0,0,http://product.dangdang.com/1418492325.html
 PYTHON高级数据分析：机器学习、深度学习和NLP实例*9787111617020 [印] 萨扬·穆霍帕迪亚(Say,40.1,0,http://product.dangdang.com/1415901511.html
 PYTHON程序设计基础（原书*4版）*9787111611745 托尼·加迪斯(Tony Gaddis),68.3,0,http://product.dangdang.com/1415879711.html
 Python For Kids For Dummies 9781119093107,208.0,0,http://product.dangdang.com/1414874723.html
 【套装3本】Python3网络爬虫开发实战 用Python写网络爬虫 第2版 精通Python爬虫框架Scrapy p,199.0,0,http://product.dangdang.com/1306777022.html
 【套装3本】Python编程从入门到实践+Python核心编程 第3版+Python 3标准库,382.0,0,http://product.dangdang.com/1306734922.html
" Python学习手册 9787111267768 (美)鲁特兹,侯靖 机械工业出版社",179.0,0,http://product.dangdang.com/1413280925.html
 Python快速编程入门 9787115458360 黑马程序员 人民邮电出版社,39.8,0,http://product.dangdang.com/1409395225.html
 [二手旧书95成新] Python自动化运维:技术与实践 9787111483069,41.4,0,http://product.dangdang.com/1052872804.html
 Python机器学习算法+机器学习导论,145.0,0,http://product.dangdang.com/1301878976.html
 Python语言程序设计,67.15,0,http://product.dangdang.com/1407481461.html
" Python标准库 9787111378105 [美] Doug Hellmann,刘炽 等 机械工业出版社",239.0,0,http://product.dangdang.com/1406245925.html
 Python设计模式 第2版 9787115458803 [印度]Chetan Giridhar 吉里德尔 人民邮电出,39.0,0,http://product.dangdang.com/1400313725.html
 Python与数据科学 9787567544024 王仁武 华东师范大学出版社,45.0,0,http://product.dangdang.com/1399081625.html
 Python二维游戏编程(张太红) 9787109205208 张太红 中国农业出版社,35.0,0,http://product.dangdang.com/1398676925.html
 Python编程基础 9787115474490 张健 张良均 人民邮电出版社,39.8,0,http://product.dangdang.com/1398460425.html
 Python程序设计基础教程(慕课版) 9787115488107 薛景 陈景强 朱F如 龚乐君 人民邮电出版社,39.8,0,http://product.dangdang.com/1398413225.html
 Python程序设计教程 9787121320910 范建农 电子工业出版社,39.8,0,http://product.dangdang.com/1398387125.html
 Python大学教程 9787121319440 吕云翔著 电子工业出版社,42.0,0,http://product.dangdang.com/1398359525.html
 Python语言及其应用 9787121347214 翁正秋 电子工业出版社,38.0,0,http://product.dangdang.com/1398354225.html
 Python开发基础 9787115494528 戴歆 罗玉军 人民邮电出版社,39.8,0,http://product.dangdang.com/1397037825.html
 Python程序设计教程 9787302477228 杨年华、柳青、郑戟明 清华大学出版社,39.5,0,http://product.dangdang.com/1396758225.html
 Python网络编程(Linux) 9787302504832 赵宏 包广斌 马栋林 清华大学出版社,39.0,0,http://product.dangdang.com/1396753525.html
 Python程序设计基础教程 9787111603160 吕云翔 机械工业出版社,45.0,0,http://product.dangdang.com/1394735725.html
 Python编程基础 9787115434142 闫俊伢 人民邮电出版社,45.0,0,http://product.dangdang.com/1394628825.html
 Python和HDF 5大数据应用,24.96,9,http://product.dangdang.com/1900703282.html
 Selenium自动化测试 基于 Python 语言,29.0,37,http://product.dangdang.com/1900782998.html
 Python数据分析实战/图灵程序设计丛书,43.07,0,http://product.dangdang.com/1014817879.html
 营销数据科学：用R和Python进行预测分析的建模技术,56.9,139,http://product.dangdang.com/24197261.html
 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Matplotlib数据可视化实战+Pyth,208.0,5,http://product.dangdang.com/1191255687.html
 笨办法学Python 3 编程从入门到实践教程书 Python基础教程自学书籍 代码基于Python3.6+YTHON,158.0,5,http://product.dangdang.com/1391828587.html
 Python树莓派编程 (美)沃尔弗拉姆·多纳特(Wolfram Donat) 著;韩德强 等 译,29.8,4,http://product.dangdang.com/1418355740.html
 Python程序设计教程 范建农 9787121320910,21.89,3,http://product.dangdang.com/1097523797.html
 Python 3网络爬虫开发实战,79.0,2,http://product.dangdang.com/1002098085.html
 Python 3网络爬虫开发实战9787115480347 崔庆才 人民邮电出版社,68.0,8,http://product.dangdang.com/1123879487.html
 像计算机科学家一样思考Python 第2版,19.99,3,http://product.dangdang.com/1900722647.html
 Python for Finance - Second Edition,212.45,1,http://product.dangdang.com/1900769174.html
